DENOMINACIÓN,DESCRIPCIÓN DEL PRODUCTO OFERTADO,descripcion_completa,tamano_id
SONDA ALIMENTACION PEDIATRICA 4 FR. 45 CM LARGO,"Sonda de alimentación pediátrica medidas 4 Fr x 40 cm ENFit. Material biocompatible, poliuretano transparente. Conector distal ENFit, según ISO 80369-3. Cuatro líneas radiopacas para correcta verificación y visibilidad rayos X. Extremo distal redondeado de con 2 orificios de salida. Sonda impresa para fácil identificación de Nombre, French y largo. Numerada cada 1 cm. Tapa para identificación de colores. 2 parches de fijación hipoalergénicos. Esterilizadas con óxido de etileno, libre de látex, DEHP Y PVC, fabricada según directiva europea de productos sanitarios. Conectores fabricados con material de alta resistencia (TRITAN) a sustancias agresivas de entorno medico (aa, lípidos)","sonda alimentacion pediatrica 4 fr. 45 cm largo sonda de alimentación pediátrica medidas 4 fr x 40 cm enfit. material biocompatible, poliuretano transparente. conector distal enfit, según iso 80369-3. cuatro líneas radiopacas para correcta verificación y visibilidad rayos x. extremo distal redondeado de con 2 orificios de salida. sonda impresa para fácil identificación de nombre, french y largo. numerada cada 1 cm. tapa para identificación de colores. 2 parches de fijación hipoalergénicos. esterilizadas con óxido de etileno, libre de látex, dehp y pvc, fabricada según directiva europea de productos sanitarios. conectores fabricados con material de alta resistencia (tritan) a sustancias agresivas de entorno medico (aa, lípidos)",0
SONDA INTESTINAL 12 FR X 120 CM (NASOYUYENAL)   ,"Sonda de alimentación 12Fr x 120cm ENFit, material poliuretano transparente, conector en Y, libre de látex, DEHP y PVC, esterilizadas con oxido de etileno, fabricada según directiva europea de productos sanitarios, con fiador autolubricado flexible, fácil de colocar y extraer, tiene graduaciones de cada 5 cm para una correcta colocación y marcaje, bandas radioopacas con buena visibilidad a rayos X, extremo distal redondeado, con orificios de salida laterales, Libre de látex, Libre de PVC, libre de DEHP.","sonda intestinal 12 fr x 120 cm (nasoyuyenal)    sonda de alimentación 12fr x 120cm enfit, material poliuretano transparente, conector en y, libre de látex, dehp y pvc, esterilizadas con oxido de etileno, fabricada según directiva europea de productos sanitarios, con fiador autolubricado flexible, fácil de colocar y extraer, tiene graduaciones de cada 5 cm para una correcta colocación y marcaje, bandas radioopacas con buena visibilidad a rayos x, extremo distal redondeado, con orificios de salida laterales, libre de látex, libre de pvc, libre de dehp.",0
SONDA NASOYUYENALES 12 FR. 100% SILICONA  CON CONEXIÓN ENFIT,"Sonda de alimentación 12Fr x 120cm ENFit, material poliuretano transparente, conector en Y, libre de látex, DEHP y PVC, esterilizadas con oxido de etileno, fabricada según directiva europea de productos sanitarios, con fiador autolubricado flexible, fácil de colocar y extraer, tiene graduaciones de cada 5 cm para una correcta colocación y marcaje, bandas radioopacas con buena visibilidad a rayos X, extremo distal redondeado, con orificios de salida laterales","sonda nasoyuyenales 12 fr. 100% silicona  con conexión enfit sonda de alimentación 12fr x 120cm enfit, material poliuretano transparente, conector en y, libre de látex, dehp y pvc, esterilizadas con oxido de etileno, fabricada según directiva europea de productos sanitarios, con fiador autolubricado flexible, fácil de colocar y extraer, tiene graduaciones de cada 5 cm para una correcta colocación y marcaje, bandas radioopacas con buena visibilidad a rayos x, extremo distal redondeado, con orificios de salida laterales",0
SONDA NASOYUYENALES 14 FR.100% SILICONA (REF. 398-14-S) ENFIT,"Sonda de alimentación 15Fr x 120cm ENFit, material poliuretano transparente, conector en Y, libre de látex, DEHP y PVC, esterilizadas con oxido de etileno, fabricada según directiva europea de productos sanitarios, con fiador autolubricado flexible, fácil de colocar y extraer, tiene graduaciones de cada 5 cm para una correcta colocación y marcaje, bandas radioopacas con buena visibilidad a rayos X, extremo distal redondeado, con orificios de salida laterales","sonda nasoyuyenales 14 fr.100% silicona (ref. 398-14-s) enfit sonda de alimentación 15fr x 120cm enfit, material poliuretano transparente, conector en y, libre de látex, dehp y pvc, esterilizadas con oxido de etileno, fabricada según directiva europea de productos sanitarios, con fiador autolubricado flexible, fácil de colocar y extraer, tiene graduaciones de cada 5 cm para una correcta colocación y marcaje, bandas radioopacas con buena visibilidad a rayos x, extremo distal redondeado, con orificios de salida laterales",0
SONDA ASPIRACION DESECHABLE 12 FR.CON CONTROL SUCCION 40-50 CM.LARGO 2-3 ORIFICIOS,"GCR102112: SONDA DE SUCCION  GRADUADA  PVC 12 FR 50cms. DESECHABLE  NO TOXICO, UNIDAD ENVASE MIXTO ESTERIL OXIDO ETILENO. CAJA X 100 UNIDADES, VALOR X UNIDAD, MARCA GREATCARE, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.07.2026","sonda aspiracion desechable 12 fr.con control succion 40-50 cm.largo 2-3 orificios gcr102112: sonda de succion  graduada  pvc 12 fr 50cms. desechable  no toxico, unidad envase mixto esteril oxido etileno. caja x 100 unidades, valor x unidad, marca greatcare, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.07.2026",0
SONDA ASPIRACION DESECHABLE 14 FR.CON CONTROL SUCCION 40-50 CM.LARGO 2-3 ORIFICIOS,"GCR102114: SONDA DE SUCCION GRADUADA  PVC 14 FR 50cms,  NO TOXICO, UNIDAD ENVASE MIXTO  ESTERIL OXIDO ETILENO. DESECHABLE CAJA X 100 UNIDADES, VALOR X UNIDAD, MARCA GREATCARE, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.05.2026","sonda aspiracion desechable 14 fr.con control succion 40-50 cm.largo 2-3 orificios gcr102114: sonda de succion graduada  pvc 14 fr 50cms,  no toxico, unidad envase mixto  esteril oxido etileno. desechable caja x 100 unidades, valor x unidad, marca greatcare, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.05.2026",0
SONDA ASPIRACION DESECHABLE 16 FR.,"GCR102116: SONDA DE SUCCION GRADUADA PVC 16 FR 50cms, DESECHABLE  NO TOXICO, ESTERIL OXIDO ETILENO. CAJA X 100 UNIDADES, VALOR X UNIDAD, MARCA GREATCARE, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.12.2025","sonda aspiracion desechable 16 fr. gcr102116: sonda de succion graduada pvc 16 fr 50cms, desechable  no toxico, esteril oxido etileno. caja x 100 unidades, valor x unidad, marca greatcare, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.12.2025",0
SONDA FOLEY 2 VIAS 16 FR. 100% SILICONA,"GCU201116: SONDA FOLEY 100% SILICONA 16FR 2 VIAS RADIOPACA CON BALON 5-15ML.  UNIDAD ENVASE GRADO MEDICO  ESTERIL OXIDO ETILENO, MARCA GREATCARE, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.05.2026","sonda foley 2 vias 16 fr. 100% silicona gcu201116: sonda foley 100% silicona 16fr 2 vias radiopaca con balon 5-15ml.  unidad envase grado medico  esteril oxido etileno, marca greatcare, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.05.2026",0
SONDA FOLEY 2 VIAS 20 FR CON BALON 15 CC CON INTRODUCTOR 100% SILICONA (REF. SILMAG),"GCU201120: SONDA FOLEY 100% SILICONA 20FR 2 VIAS RADIOPACA CON BALON 5-15ML  UNIDAD ENVASE GRADO MEDICO ESTERIL OXIDO ETILENO., MARCA GREATCARE, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.12.2025","sonda foley 2 vias 20 fr con balon 15 cc con introductor 100% silicona (ref. silmag) gcu201120: sonda foley 100% silicona 20fr 2 vias radiopaca con balon 5-15ml  unidad envase grado medico esteril oxido etileno., marca greatcare, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.12.2025",0
SONDA FOLEY 3 VIAS 100% SILICONA 18 FR.,"GCU201218: SONDA FOLEY RADIOPACA 100% SILICONA 18FR 3 VIAS, CON BALON 30ml, UNIDAD ENVASE GRADO MEDICO  MIXTO ESTERIL  OXIDO ETILENO., MARCA GREATCARE, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.08.2026","sonda foley 3 vias 100% silicona 18 fr. gcu201218: sonda foley radiopaca 100% silicona 18fr 3 vias, con balon 30ml, unidad envase grado medico  mixto esteril  oxido etileno., marca greatcare, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.08.2026",0
SONDA FOLEY 3 VIAS 100% SILICONA 20 FR.,"GCU201220: SONDA FOLEY RADIOPACA 100% SILICONA 20FR 3 VIAS CON BALON  30ml,  UNIDAD ENVASE GRADO MEDICO  ESTERIL  OXIDO ETILENO., MARCA GREATCARE, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.12.2025","sonda foley 3 vias 100% silicona 20 fr. gcu201220: sonda foley radiopaca 100% silicona 20fr 3 vias con balon  30ml,  unidad envase grado medico  esteril  oxido etileno., marca greatcare, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.12.2025",0
SONDA T DE KHER 12 FR (4 MM DIAMETRO),"SOTK0012: SONDA T KEHR  12FR. LATEX DE CAUCHO NATURAL 5""X12"" UNIDAD ENVASE GRADO MEDICO LIBRE DE LATEX, ESTERIL OXIDO ETILENO, VIDA UTIL 5 AÑOS. , MARCA MEDEX, PROCEDENCIA COLOMBIA, CERTIFICACIONES ISO 13485:2003. LIBRE DE VENTA, VENCIMIENTO 20.01.2026","sonda t de kher 12 fr (4 mm diametro) sotk0012: sonda t kehr  12fr. latex de caucho natural 5""x12"" unidad envase grado medico libre de latex, esteril oxido etileno, vida util 5 años. , marca medex, procedencia colombia, certificaciones iso 13485:2003. libre de venta, vencimiento 20.01.2026",0
"SONDA T DE KHER 14 FR (4,7 MM DIAMETRO)","SOTK0014: SONDA T KEHR  14FR. CON LATEX 5""X12"". UNIDAD ENVASE GRADO MEDICO LIBRE DE LATEX, ESTERIL OXIDO ETILENO, VIDA UTIL 5 AÑOS. , MARCA MEDEX, PROCEDENCIA COLOMBIA, CERTIFICACIONES ISO 13485:2003. LIBRE DE VENTA, VENCIMIENTO 29.10.2025","sonda t de kher 14 fr (4,7 mm diametro) sotk0014: sonda t kehr  14fr. con latex 5""x12"". unidad envase grado medico libre de latex, esteril oxido etileno, vida util 5 años. , marca medex, procedencia colombia, certificaciones iso 13485:2003. libre de venta, vencimiento 29.10.2025",0
"SONDA T DE KHER 16 FR (5,3 MM DIAMETRO)","SOTK0016: SONDA T KEHR  16FR. LATEX DE CAUCHO NATURAL 5""X12"". UNIDAD ENVASE GRADO MEDICO LIBRE DE LATEX, ESTERIL OXIDO ETILENO, VIDA UTIL 5 AÑOS. VALOR X UNIDAD, MARCA MEDEX, PROCEDENCIA COLOMBIA, CERTIFICACIONES ISO 13485:2003. LIBRE DE VENTA, VENCIMIENTO 20.01.2026","sonda t de kher 16 fr (5,3 mm diametro) sotk0016: sonda t kehr  16fr. latex de caucho natural 5""x12"". unidad envase grado medico libre de latex, esteril oxido etileno, vida util 5 años. valor x unidad, marca medex, procedencia colombia, certificaciones iso 13485:2003. libre de venta, vencimiento 20.01.2026",0
SONDA NASOYUYENALES 10 FR. 100% SILICONA (REF. 398-10-S) ENFIT,SONDA NASOYEYUNAL NUTRICARE material poliuretano EnFit con guía a lago plazo. Medida 10 FR X 140 CM. Centimetrada. Uso 90 días. Empaque unitario estéril. Marca Enteral. Procedencia Inglaterra,sonda nasoyuyenales 10 fr. 100% silicona (ref. 398-10-s) enfit sonda nasoyeyunal nutricare material poliuretano enfit con guía a lago plazo. medida 10 fr x 140 cm. centimetrada. uso 90 días. empaque unitario estéril. marca enteral. procedencia inglaterra,0
SONDA NASOYUYENALES 8 FR. 100% SILICONA (REF. 398-08-S) ENFIT,SONDA NASOYEYUNAL NUTRICARE material poliuretano EnFit con guía a lago plazo. Medida 8 FR X 140 CM. Centimetrada. Uso 90 días. Empaque unitario estéril. Marca Enteral. Procedencia Inglaterra,sonda nasoyuyenales 8 fr. 100% silicona (ref. 398-08-s) enfit sonda nasoyeyunal nutricare material poliuretano enfit con guía a lago plazo. medida 8 fr x 140 cm. centimetrada. uso 90 días. empaque unitario estéril. marca enteral. procedencia inglaterra,0
SONDA ASPIRACION DESECHABLE 18 FR.,SONDA ASPIRACION N°18 C/CONTROL DE SUCCION,sonda aspiracion desechable 18 fr. sonda aspiracion n°18 c/control de succion,0
SONDA FOLEY 2 VIAS 20 FR CON BALON 30 CC.100% SILICONA,SF SILICONA 2V 20FR B 30CC (M),sonda foley 2 vias 20 fr con balon 30 cc.100% silicona sf silicona 2v 20fr b 30cc (m),0
SONDA NELATON DESECHABLE ESTERIL 26 FR.,S NELATON TRANSP 26F,sonda nelaton desechable esteril 26 fr. s nelaton transp 26f,0
SONDA NELATON DESECHABLE ESTERIL 28 FR. ,S NELATON TRANSP 28F,sonda nelaton desechable esteril 28 fr.  s nelaton transp 28f,0
SONDA NELATON N° 14 GOMA ROJA U OTRO COLOR ESTERILIZABLE,S NELATON GOMA 14FR- 402140140,sonda nelaton n° 14 goma roja u otro color esterilizable s nelaton goma 14fr- 402140140,0
SONDA NELATON N° 20 GOMA ROJA U OTRO COLOR ESTERILIZABLE,S NELATON GOMA 20FR- 402140200,sonda nelaton n° 20 goma roja u otro color esterilizable s nelaton goma 20fr- 402140200,0
SONDA NELATON N° 22 GOMA ROJA U OTRO COLOR ESTERILIZABLE,S NELATON GOMA 22FR- 402140220,sonda nelaton n° 22 goma roja u otro color esterilizable s nelaton goma 22fr- 402140220,0
SONDA NELATON N° 24 GOMA ROJA U OTRO COLOR ESTERILIZABLE,S NELATON GOMA 24FR- 402140240,sonda nelaton n° 24 goma roja u otro color esterilizable s nelaton goma 24fr- 402140240,0
SONDA NELATON N° 30 GOMA ROJA ENVASE INDIVIDUAL ESTERIL,SONDA PEZZER 12 FR - 41510012,sonda nelaton n° 30 goma roja envase individual esteril sonda pezzer 12 fr - 41510012,0
SONDA PEZZER N° 12,SONDA PEZZER 16 FR - 41510016,sonda pezzer n° 12 sonda pezzer 16 fr - 41510016,0
SONDA PEZZER N° 16,SONDA PEZZER 18 FR - 41510018,sonda pezzer n° 16 sonda pezzer 18 fr - 41510018,0
SONDA PEZZER N° 18,SONDA PEZZER 20 FR - 41510020,sonda pezzer n° 18 sonda pezzer 20 fr - 41510020,0
SONDA PEZZER N° 20,SONDA PEZZER 22 FR - 41510022,sonda pezzer n° 20 sonda pezzer 22 fr - 41510022,0
SONDA PEZZER N° 22,SONDA PEZZER 24 FR - 41510024,sonda pezzer n° 22 sonda pezzer 24 fr - 41510024,0
SONDA PEZZER N° 24,SONDA PEZZER 28 FR - 41510028,sonda pezzer n° 24 sonda pezzer 28 fr - 41510028,0
SONDA PEZZER N° 26,SONDA PEZZER 30 FR - 41510030,sonda pezzer n° 26 sonda pezzer 30 fr - 41510030,0
SONDA PROSTATICA 3 VIAS  Nº 22 75 ML TRANSPARENTE,SF SOFTSIMPLAS 3V 22FR 75CC C (M),sonda prostatica 3 vias  nº 22 75 ml transparente sf softsimplas 3v 22fr 75cc c (m),0
"TUBO MICROLARINGEOS DESECHABLES N° 4,0 CON BALON",TUBO MICROLARÍNGEO CON BALÓN 4.0 MM.,"tubo microlaringeos desechables n° 4,0 con balon tubo microlaríngeo con balón 4.0 mm.",0
"TUBO MICROLARINGEOS DESECHABLES N° 5,0 CON BALON",TUBO MICROLARÍNGEO CON BALÓN 5.0 MM.,"tubo microlaringeos desechables n° 5,0 con balon tubo microlaríngeo con balón 5.0 mm.",0
"TUBO MICROLARINGEOS DESECHABLES N° 6,0 CON BALON",TUBO MICROLARÍNGEO CON BAL´N 6.0 MM.,"tubo microlaringeos desechables n° 6,0 con balon tubo microlaríngeo con bal´n 6.0 mm.",0
MASCARILLA OXIGENO CON DOSIFICADOR CON VENTURI CON TUBO CONEXIÓN OXÍGENO PEDIATRICA,"MASCARILLAS VENTURI PEDIATRICO. FABRICADA DE PVC  POR MFLAB. HECHO EN CHINA. GRADO MÉDICO CON 2 DOSIFICADORES QUE PERMITEN UN FLUJO DE OXÍGENO. CON TUBO DE OXÍGENO DE 2 METROS, ESTERILIZADA POR ÓXIDO DE ETILENO. CERTIFICACIÓN CE, ISO.","mascarilla oxigeno con dosificador con venturi con tubo conexión oxígeno pediatrica mascarillas venturi pediatrico. fabricada de pvc  por mflab. hecho en china. grado médico con 2 dosificadores que permiten un flujo de oxígeno. con tubo de oxígeno de 2 metros, esterilizada por óxido de etileno. certificación ce, iso.",0
NEBULIZADOR PLÁSTICO 10 CC (REFERENCIA NEB-0214),"NEBULIZADOR DESECHABLE. COMPONENTES LIBRE DE LÁTEX. MARCA: VIXONE. FABRICADO POR WESTMED, TUCSON, ARIZONA, USA.  NEBULIZADOR CAPACIDAD 10CC.  CERTIFICACIÓN: CE -  FDA.  FICHA TÉCNICA INCLUIDA.","nebulizador plástico 10 cc (referencia neb-0214) nebulizador desechable. componentes libre de látex. marca: vixone. fabricado por westmed, tucson, arizona, usa.  nebulizador capacidad 10cc.  certificación: ce -  fda.  ficha técnica incluida.",0
SONDA PARA OXIGENO PEDIATRICA DESECHABLE 9 FR 100% SILICONA (NARICERA-BIGOTERA) (REF 230-09),"CANULAS NASALES PEDIATRICAS. FABRICADO POR MFLAB. HECHOS EN CHINA. FABRICADOS DE PVC SUAVE DE GRADO MÉDICO. CON TUBO DE OXÍGENO 2 METROS. EN BOLSAS INDIVIDUALES, ESTERILIZADAS EN ÓXIDO DE ETILENO. LIBRE DE LÁTEX. CERTIFICACIÓN CE, ISO.  FICHA TÉCNICA INCLUIDA.","sonda para oxigeno pediatrica desechable 9 fr 100% silicona (naricera-bigotera) (ref 230-09) canulas nasales pediatricas. fabricado por mflab. hechos en china. fabricados de pvc suave de grado médico. con tubo de oxígeno 2 metros. en bolsas individuales, esterilizadas en óxido de etileno. libre de látex. certificación ce, iso.  ficha técnica incluida.",0
CONECTOR DE OXIGENO (NIPLE),NIPLE                                             ,conector de oxigeno (niple) niple                                             ,0
HUMIDIFICADOR DE OXIGENO DESECHABLE ,FRASCO HUMIDIFICADOR 6PSI                         ,humidificador de oxigeno desechable  frasco humidificador 6psi                         ,0
TUBO CONECTOR PARA ASPIRACION  REF.6066152100T     ,MANGUERA DE SUCCION 1.8 MTS                       ,tubo conector para aspiracion  ref.6066152100t      manguera de succion 1.8 mts                       ,0
CONECTOR DE PUFF V.M ID 22MM X OD 22MM (REF. 1659),ADAPTADOR PARA INALACIÓN (PUFF),conector de puff v.m id 22mm x od 22mm (ref. 1659) adaptador para inalación (puff),0
ADAPTADOR EN T PARA NEBULIZACION MACHO HEMBRA 22MM.DE 18MM.DI X 22MM.DI (REF. 1639),ADAPTADOR PARA NEBULIZAR   ,adaptador en t para nebulizacion macho hembra 22mm.de 18mm.di x 22mm.di (ref. 1639) adaptador para nebulizar   ,0
ADAPTADOR PARA INHALADOR CONEXIONES 22MM ID X 22 MM OD . REF. 1659,ADAPTADOR PARA INALACIÓN (PUFF),adaptador para inhalador conexiones 22mm id x 22 mm od . ref. 1659 adaptador para inalación (puff),0
BOQUILLA PLASTICA REF HUDSON RCR ONCE CAT N° 1565,BOQUILLA ESTANDAR,boquilla plastica ref hudson rcr once cat n° 1565 boquilla estandar,0
TUBO DE VENTILACION  FLUOROPLASTIC TIPO SHEPARD  COLLERA (REFERENCIA 7030 ATOS MEDICAL)(CODIGO 6591),"7030: TUBO VENTILACION  SHEPARD SIN COLA LIBRE DE LÁTEX ESTERILIZADO POR OXIDO DE ETILENO VENTA MINIMA  CAJA X 10 UNIDADES, VALOR X UNIDAD, MARCA ATOS, PROCEDENCIA SUECIA, CERTIFICACIONES ISO 13485:2016. CE. LIBRE VENTA., VENCIMIENTO 01.05.2024","tubo de ventilacion  fluoroplastic tipo shepard  collera (referencia 7030 atos medical)(codigo 6591) 7030: tubo ventilacion  shepard sin cola libre de látex esterilizado por oxido de etileno venta minima  caja x 10 unidades, valor x unidad, marca atos, procedencia suecia, certificaciones iso 13485:2016. ce. libre venta., vencimiento 01.05.2024",0
MASCARILLA ALTA CONCENTRACION PEDIATRICA CON RESERVORIO,"4131A7: MASCARA OXIGENO CON RESERVORIO PEDIATRICA ALTA CONCENTRACION, PVC GRADO MEDICO, CLINICAMENTE LIMPIO, MARCA KYOLING, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.04.2024","mascarilla alta concentracion pediatrica con reservorio 4131a7: mascara oxigeno con reservorio pediatrica alta concentracion, pvc grado medico, clinicamente limpio, marca kyoling, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.04.2024",0
MASCARILLA PARA AEROSOL PEDIATRICA CON NEBULIZADOR CON TUBO CONEXION OXIGENO ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO,"424BD7: MASCARA OXIGENO CON NEBULIZADOR PEDIATRICA PVC , UNIDAD BOLSA SANITIZADA, MARCA KYOLING, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.03.2023","mascarilla para aerosol pediatrica con nebulizador con tubo conexion oxigeno envase individual resistente con sello que asegure inviolabilidad del contenido 424bd7: mascara oxigeno con nebulizador pediatrica pvc , unidad bolsa sanitizada, marca kyoling, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.03.2023",0
"TUBO VENTILACION SILICONA OTORRINOLARINGOLOGIA 1,14 MM.FORMA DE T  (REFERENCIA 23-50600 )","7002: TUBO VENTILACION  T-TUBE,  DE SILICONA 12 MM, DEBIDO A SU LONGITUD SE MANTIENE MAYOR TIEMPO INSERTADO, LIBRE DE LATEX, CONTAINER DE FÁCIL APERTURA, INCLUSIVE CON UNA SOLA MANO; USO DESECHABLE, CAJA X 10 UNIDADES, VALOR X UNIDAD, MARCA ATOS, PROCEDENCIA SUECIA, CERTIFICACIONES ISO 13485:2016. CE. LIBRE VENTA., VENCIMIENTO 01.03.2025","tubo ventilacion silicona otorrinolaringologia 1,14 mm.forma de t  (referencia 23-50600 ) 7002: tubo ventilacion  t-tube,  de silicona 12 mm, debido a su longitud se mantiene mayor tiempo insertado, libre de latex, container de fácil apertura, inclusive con una sola mano; uso desechable, caja x 10 unidades, valor x unidad, marca atos, procedencia suecia, certificaciones iso 13485:2016. ce. libre venta., vencimiento 01.03.2025",0
MASCARILLA ORONASAL CON ARNES PARA BIPAP,"MASCARA ORONASAL CON PUERTO EXHALATORIO,INCLUYE ARNES","mascarilla oronasal con arnes para bipap mascara oronasal con puerto exhalatorio,incluye arnes",0
TUBO SILICONA 2 X 4 MM. ROLLO DE 25 MTS.,TUBO DE SILICONA EN ROLLO 2X4MM X 25 MTS. NO ESTERIL,tubo silicona 2 x 4 mm. rollo de 25 mts. tubo de silicona en rollo 2x4mm x 25 mts. no esteril,0
TUBO SILICONA 5 X 8 MM. ROLLO DE 25 MTS.,TUBO DE SILICONA EN ROLLO 5X8MM X 25 MTS. NO ESTERIL,tubo silicona 5 x 8 mm. rollo de 25 mts. tubo de silicona en rollo 5x8mm x 25 mts. no esteril,0
TUBO SILICONA 6 X 9 MM. ROLLO DE 25 MTS.,TUBO DE SILICONA EN ROLLO 6X9MM X 25 MTS. NO ESTERIL,tubo silicona 6 x 9 mm. rollo de 25 mts. tubo de silicona en rollo 6x9mm x 25 mts. no esteril,0
TUBO SILICONA 7 X 10 MM. ROLLO DE 25 MTS.,TUBO DE SILICONA EN ROLLO 7X10MM X 25 MTS. NO ESTERIL,tubo silicona 7 x 10 mm. rollo de 25 mts. tubo de silicona en rollo 7x10mm x 25 mts. no esteril,0
TUBO SILICONA 8 X 12 MM. ROLLO DE 25 MTS.,TUBO DE SILICONA EN ROLLO 8X12MM X 25 MTS. NO ESTERIL,tubo silicona 8 x 12 mm. rollo de 25 mts. tubo de silicona en rollo 8x12mm x 25 mts. no esteril,0
"MASCARA LARINGEA DESECHABLE N° 1, REUTILIZABLE",DISPOSITIVO DISEÑADOPARA PROVEER UNA VIA AEREA PERMEABLE PARA LA VENTILACION.,"mascara laringea desechable n° 1, reutilizable dispositivo diseñadopara proveer una via aerea permeable para la ventilacion.",0
"MASCARA LARINGEA DESECHABLE N° 1,5, REUTILIZABLE",DISPOSITIVO DISEÑADOPARA PROVEER UNA VIA AEREA PERMEABLE PARA LA VENTILACION.,"mascara laringea desechable n° 1,5, reutilizable dispositivo diseñadopara proveer una via aerea permeable para la ventilacion.",0
"MASCARA LARINGEA N° 2 (REFERENCIA PORTEX), REUTILIZABLE",DISPOSITIVO DISEÑADOPARA PROVEER UNA VIA AEREA PERMEABLE PARA LA VENTILACION.,"mascara laringea n° 2 (referencia portex), reutilizable dispositivo diseñadopara proveer una via aerea permeable para la ventilacion.",0
"MASCARA LARINGEA N° 2,5, REUTILIZABLE",DISPOSITIVO DISEÑADOPARA PROVEER UNA VIA AEREA PERMEABLE PARA LA VENTILACION.,"mascara laringea n° 2,5, reutilizable dispositivo diseñadopara proveer una via aerea permeable para la ventilacion.",0
"MASCARA LARINGEA N° 3 (REFERENCIA PORTEX), REUTILIZABLE",DISPOSITIVO DISEÑADOPARA PROVEER UNA VIA AEREA PERMEABLE PARA LA VENTILACION.,"mascara laringea n° 3 (referencia portex), reutilizable dispositivo diseñadopara proveer una via aerea permeable para la ventilacion.",0
"MASCARA LARINGEA N° 4, REUTILIZABLE",DISPOSITIVO DISEÑADOPARA PROVEER UNA VIA AEREA PERMEABLE PARA LA VENTILACION.,"mascara laringea n° 4, reutilizable dispositivo diseñadopara proveer una via aerea permeable para la ventilacion.",0
"MASCARA LARINGEA N° 5 (REFERENCIA  PORTEX), REUTILIZABLE",DISPOSITIVO DISEÑADOPARA PROVEER UNA VIA AEREA PERMEABLE PARA LA VENTILACION.,"mascara laringea n° 5 (referencia  portex), reutilizable dispositivo diseñadopara proveer una via aerea permeable para la ventilacion.",0
CUBRE CALZADO DESECHABLE ANTIDESLIZANTE,SKU700420 CUBRE CALZADO DESECHABLE ANTIDESLIZANTE AZUL. MARCA BIOMEDIKA. PROCEDENCIA CHINA. BOLSA X 100 UNIDADES,cubre calzado desechable antideslizante sku700420 cubre calzado desechable antideslizante azul. marca biomedika. procedencia china. bolsa x 100 unidades,0
GORRO ENFERMERA DESECHABLE,GORROS DES. CON ELASTICO BLANCO,gorro enfermera desechable gorros des. con elastico blanco,0
MASCARILLA DESECHABLE HIPOALERGENICAS CON ELASTICO,MASCARILLA DESECHABLE HIPOALERGENICAS CON ELASTICO,mascarilla desechable hipoalergenicas con elastico mascarilla desechable hipoalergenicas con elastico,0
"ESCUDO FACIAL DEBE CUBRIR TODO EL ROSTRO, ANTIEMPAÑANTE, MÁXIMA PROTECCIÓN CONTRA SALPICADURAS, CÓMODO Y FÁCIL DE USAR.",LENTE + PROTECTOR DISPOMEDICA,"escudo facial debe cubrir todo el rostro, antiempañante, máxima protección contra salpicaduras, cómodo y fácil de usar. lente + protector dispomedica",0
